agv_id,field_name,source_url,source_type,accessed_at,evidence_note,reviewer,confidence
unesco_ai_ethics,entity_type,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
unesco_ai_ethics,founded_date,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
unesco_ai_ethics,current_state,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
unesco_ai_ethics,legal_character,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
g7_hiroshima_process,entity_type,https://www.mofa.go.jp/policy/economy/g7_hiroshima/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
g7_hiroshima_process,founded_date,https://www.mofa.go.jp/policy/economy/g7_hiroshima/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
g7_hiroshima_process,current_state,https://www.mofa.go.jp/policy/economy/g7_hiroshima/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
g7_hiroshima_process,legal_character,https://www.mofa.go.jp/policy/economy/g7_hiroshima/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
bletchley_summit,entity_type,https://www.gov.uk/government/topical-events/ai-safety-summit-2023,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
bletchley_summit,founded_date,https://www.gov.uk/government/topical-events/ai-safety-summit-2023,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
bletchley_summit,current_state,https://www.gov.uk/government/topical-events/ai-safety-summit-2023,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
bletchley_summit,legal_character,https://www.gov.uk/government/topical-events/ai-safety-summit-2023,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
seoul_summit,entity_type,https://www.gov.uk/government/topical-events/ai-seoul-summit-2024,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
seoul_summit,founded_date,https://www.gov.uk/government/topical-events/ai-seoul-summit-2024,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
seoul_summit,current_state,https://www.gov.uk/government/topical-events/ai-seoul-summit-2024,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
seoul_summit,legal_character,https://www.gov.uk/government/topical-events/ai-seoul-summit-2024,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
paris_action_summit,entity_type,https://www.elysee.fr/en/sommet-pour-l-action-sur-l-ia,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
paris_action_summit,founded_date,https://www.elysee.fr/en/sommet-pour-l-action-sur-l-ia,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
paris_action_summit,current_state,https://www.elysee.fr/en/sommet-pour-l-action-sur-l-ia,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
paris_action_summit,legal_character,https://www.elysee.fr/en/sommet-pour-l-action-sur-l-ia,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
uk_aisi,entity_type,https://www.aisi.gov.uk/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
uk_aisi,founded_date,https://www.aisi.gov.uk/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
uk_aisi,current_state,https://www.aisi.gov.uk/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
uk_aisi,legal_character,https://www.aisi.gov.uk/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
us_aisi,entity_type,https://www.nist.gov/aisi,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
us_aisi,founded_date,https://www.nist.gov/aisi,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
us_aisi,current_state,https://www.nist.gov/aisi,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
us_aisi,legal_character,https://www.nist.gov/aisi,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
japan_aisi,entity_type,https://aisi.go.jp/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
japan_aisi,founded_date,https://aisi.go.jp/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
japan_aisi,current_state,https://aisi.go.jp/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
japan_aisi,legal_character,https://aisi.go.jp/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
singapore_ai_verify,entity_type,https://aiverifyfoundation.sg/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
singapore_ai_verify,founded_date,https://aiverifyfoundation.sg/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
singapore_ai_verify,current_state,https://aiverifyfoundation.sg/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
singapore_ai_verify,legal_character,https://aiverifyfoundation.sg/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
frontier_model_forum,entity_type,https://www.frontiermodelforum.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
frontier_model_forum,founded_date,https://www.frontiermodelforum.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
frontier_model_forum,current_state,https://www.frontiermodelforum.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
frontier_model_forum,legal_character,https://www.frontiermodelforum.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
mlcommons_ai_safety,entity_type,https://mlcommons.org/working-groups/ai-safety/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
mlcommons_ai_safety,founded_date,https://mlcommons.org/working-groups/ai-safety/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
mlcommons_ai_safety,current_state,https://mlcommons.org/working-groups/ai-safety/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
mlcommons_ai_safety,legal_character,https://mlcommons.org/working-groups/ai-safety/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
coe_ai_convention,entity_type,https://www.coe.int/en/web/artificial-intelligence/the-framework-convention-on-artificial-intelligence,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
coe_ai_convention,founded_date,https://www.coe.int/en/web/artificial-intelligence/the-framework-convention-on-artificial-intelligence,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
coe_ai_convention,current_state,https://www.coe.int/en/web/artificial-intelligence/the-framework-convention-on-artificial-intelligence,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
coe_ai_convention,legal_character,https://www.coe.int/en/web/artificial-intelligence/the-framework-convention-on-artificial-intelligence,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
un_hlab_ai,entity_type,https://www.un.org/ai-advisory-body,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
un_hlab_ai,founded_date,https://www.un.org/ai-advisory-body,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
un_hlab_ai,current_state,https://www.un.org/ai-advisory-body,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
un_hlab_ai,legal_character,https://www.un.org/ai-advisory-body,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
un_scientific_panel,entity_type,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
un_scientific_panel,founded_date,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
un_scientific_panel,current_state,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
un_scientific_panel,legal_character,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
un_global_dialogue,entity_type,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
un_global_dialogue,founded_date,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
un_global_dialogue,current_state,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
un_global_dialogue,legal_character,https://www.un.org/global-dialogue-ai-governance/en,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
itu_ai_for_good,entity_type,https://aiforgood.itu.int/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
itu_ai_for_good,founded_date,https://aiforgood.itu.int/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
itu_ai_for_good,current_state,https://aiforgood.itu.int/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
itu_ai_for_good,legal_character,https://aiforgood.itu.int/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
neurips_ml_safety,entity_type,https://neurips.cc/Conferences/2022/Schedule?type=Workshop,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
neurips_ml_safety,founded_date,https://neurips.cc/Conferences/2022/Schedule?type=Workshop,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
neurips_ml_safety,current_state,https://neurips.cc/Conferences/2022/Schedule?type=Workshop,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
neurips_ml_safety,legal_character,https://neurips.cc/Conferences/2022/Schedule?type=Workshop,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
acm_facct,entity_type,https://facctconference.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
acm_facct,founded_date,https://facctconference.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
acm_facct,current_state,https://facctconference.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
acm_facct,legal_character,https://facctconference.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
aies_conference,entity_type,https://www.aies-conference.com/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
aies_conference,founded_date,https://www.aies-conference.com/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
aies_conference,current_state,https://www.aies-conference.com/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
aies_conference,legal_character,https://www.aies-conference.com/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
caidp,entity_type,https://www.caidp.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
caidp,founded_date,https://www.caidp.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
caidp,current_state,https://www.caidp.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
caidp,legal_character,https://www.caidp.org/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
cais,entity_type,https://www.safe.ai/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed entity_type against canonical reference at migration time,s00048ri,high
cais,founded_date,https://www.safe.ai/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed founded_date against canonical reference at migration time,s00048ri,high
cais,current_state,https://www.safe.ai/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed current_state against canonical reference at migration time,s00048ri,high
cais,legal_character,https://www.safe.ai/,human_verification,2026-04-23,v0.3 seed migration: maintainer-confirmed legal_character against canonical reference at migration time,s00048ri,high
unesco_ram_ai,entity_type,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics/readiness-assessment,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
unesco_ram_ai,founded_date,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics/readiness-assessment,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
unesco_ram_ai,current_state,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics/readiness-assessment,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
unesco_ram_ai,legal_character,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics/readiness-assessment,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
oecd_ai_wips,entity_type,https://oecd.ai/en/wonk,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
oecd_ai_wips,founded_date,https://oecd.ai/en/wonk,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
oecd_ai_wips,current_state,https://oecd.ai/en/wonk,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
oecd_ai_wips,legal_character,https://oecd.ai/en/wonk,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
wipo_conversation_ip_ai,entity_type,https://www.wipo.int/about-ip/en/artificial_intelligence/conversation.html,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
wipo_conversation_ip_ai,founded_date,https://www.wipo.int/about-ip/en/artificial_intelligence/conversation.html,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
wipo_conversation_ip_ai,current_state,https://www.wipo.int/about-ip/en/artificial_intelligence/conversation.html,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
wipo_conversation_ip_ai,legal_character,https://www.wipo.int/about-ip/en/artificial_intelligence/conversation.html,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
un_hlp_digital_cooperation,entity_type,https://www.un.org/en/pdfs/DigitalCooperation-report-for%20web.pdf,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
un_hlp_digital_cooperation,founded_date,https://www.un.org/en/pdfs/DigitalCooperation-report-for%20web.pdf,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
un_hlp_digital_cooperation,current_state,https://www.un.org/en/pdfs/DigitalCooperation-report-for%20web.pdf,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
un_hlp_digital_cooperation,legal_character,https://www.un.org/en/pdfs/DigitalCooperation-report-for%20web.pdf,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
oecd_one_ai,entity_type,https://oecd.ai/en/network-of-experts,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
oecd_one_ai,founded_date,https://oecd.ai/en/network-of-experts,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
oecd_one_ai,current_state,https://oecd.ai/en/network-of-experts,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
oecd_one_ai,legal_character,https://oecd.ai/en/network-of-experts,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
who_ai4h,entity_type,https://www.who.int/initiatives/global-initiative-on-ai-for-health,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
who_ai4h,founded_date,https://www.who.int/initiatives/global-initiative-on-ai-for-health,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
who_ai4h,current_state,https://www.who.int/initiatives/global-initiative-on-ai-for-health,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
who_ai4h,legal_character,https://www.who.int/initiatives/global-initiative-on-ai-for-health,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
au_ai_continental_strategy,entity_type,https://au.int/en/documents/20240809/continental-artificial-intelligence-strategy,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
au_ai_continental_strategy,founded_date,https://au.int/en/documents/20240809/continental-artificial-intelligence-strategy,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
au_ai_continental_strategy,current_state,https://au.int/en/documents/20240809/continental-artificial-intelligence-strategy,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
au_ai_continental_strategy,legal_character,https://au.int/en/documents/20240809/continental-artificial-intelligence-strategy,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
fair_lac_idb,entity_type,https://fairlac.iadb.org/en,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
fair_lac_idb,founded_date,https://fairlac.iadb.org/en,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
fair_lac_idb,current_state,https://fairlac.iadb.org/en,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
fair_lac_idb,legal_character,https://fairlac.iadb.org/en,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
eu_us_ttc_ai,entity_type,https://digital-strategy.ec.europa.eu/en/policies/trade-and-technology-council,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
eu_us_ttc_ai,founded_date,https://digital-strategy.ec.europa.eu/en/policies/trade-and-technology-council,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored founded_date against canonical verification reference,s00048ri,high
eu_us_ttc_ai,current_state,https://digital-strategy.ec.europa.eu/en/policies/trade-and-technology-council,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored current_state against canonical verification reference,s00048ri,high
eu_us_ttc_ai,legal_character,https://digital-strategy.ec.europa.eu/en/policies/trade-and-technology-council,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored legal_character against canonical verification reference,s00048ri,high
quad_critical_tech_ai,entity_type,https://www.state.gov/quad-critical-and-emerging-technology-working-group/,human_verification,2026-04-23,Task 3 seed expansion: maintainer-authored entity_type against canonical verification reference,s00048ri,high
